n;d;t;c
500;0;144360;912
500;2.051092947282625e-06;141435;892
500;0;156723;915
500;0;141405;893
500;1.750351039500081e-06;138520;869
500;2.0561507949146155e-06;143479;919
500;4.972784174314657e-06;146214;951
500;9.02147633986484e-06;138630;873
500;6.35382882700806e-07;142076;903
500;1.0174329165572653e-06;160962;934
500;5.6289890060794855e-06;143399;912
500;0;145583;927
500;2.1635090374309278e-06;141305;910
500;9.417459504930696e-06;140223;879
500;0;138680;897
500;0;157044;912
500;2.3287337951175886e-06;142878;891
500;1.47041959936998e-06;146284;929
500;2.5955186668787625e-06;142267;903
500;3.289657999498312e-06;141054;887
500;1.139513430962241e-06;141335;897
500;2.277293770616565e-06;144401;917
500;5.73409662445936e-07;155662;882
1000;0;304821;1857
1000;0;299792;1799
1000;1.6751195441539477e-07;331030;1760
1000;8.224961221179144e-07;301245;1839
1000;0;298660;1823
1000;3.5654525671306813e-09;308719;1783
1000;0;299541;1832
1000;0;293160;1765
1000;0;308529;1796
1000;0;305433;1830
1000;3.4261550172431235e-06;296747;1835
1000;8.200770213518955e-07;307857;1762
1000;0;309250;1828
1000;3.7208232334619464e-07;295574;1783
1000;0;316303;1863
1000;2.1449207932864824e-07;294863;1772
1000;0;291386;1759
1000;0;325359;1823
1000;5.785361083371691e-07;300353;1796
1000;5.05746099472729e-08;295555;1803
1000;0;313167;1824
1000;1.3445857833495728e-06;304982;1818
1000;4.3982733810087595e-08;304881;1856
1000;3.5547830216412517e-07;313457;1831
1000;0;296305;1826
1000;3.234513465601599e-07;310181;1801
1000;0;314290;1805
1000;3.101364301303844e-07;319969;1869
1000;1.4485872819456806e-06;296366;1775
1000;5.5418449139712865e-08;312856;1764
1000;0;314049;1874
1000;2.882336647135817e-08;296425;1776
1000;4.30560834368e-07;309060;1750
1000;3.417286575578652e-07;325290;1810
1000;0;296586;1795
1000;8.526277677639302e-07;309681;1802
1000;0;301946;1822
1000;0;297197;1802
1000;0;769603;1812
1000;8.349580665627095e-07;300754;1792
1000;0;326276;1867
1000;0;293279;1767
1000;1.052422205422169e-07;297788;1815
1000;0;312085;1807
1000;2.9550696712151983e-07;305704;1848
1000;1.0465209222921983e-06;300083;1833
1000;2.128484643666022e-07;310703;1759
1000;0;303168;1819
1000;3.4330607151109047e-06;308668;1809
1000;0;315541;1767
1000;0;299472;1797
1000;0;298930;1810
1000;0;313147;1817
1000;1.7893832874532643e-06;299231;1802
1000;9.60690191436483e-07;293961;1781
1000;8.342076800696043e-07;316354;1833
1000;6.848059928806408e-08;300995;1814
1000;0;296085;1781
1000;0;318257;1845
1000;1.0629916556071078e-07;299391;1826
1000;0;301325;1780
1000;3.0240926607182787e-07;371056;1874
1000;0;410880;1809
1000;1.8966244927142653e-06;334457;1882
1000;0;309691;1789
1000;0;296065;1798
1000;0;299201;1812
1000;3.7555852668809606e-07;314539;1800
1000;4.1232302468312015e-07;300694;1819
1000;1.5412204155026478e-06;301265;1846
1000;9.449558002537126e-07;318547;1824
1000;1.7838416337463702e-06;301645;1813
1000;5.986105257432448e-07;313197;1801
1000;1.0339507061426982e-06;373806;1765
1000;1.3199416531114374e-06;303218;1839
1000;9.118820742780375e-07;299211;1793
1000;0;312476;1783
1000;0;299091;1794
1000;1.6453729314751972e-06;314038;1810
1000;6.930521421802775e-07;308909;1754
1000;5.660471777103982e-07;304501;1831
1000;8.91951466373924e-07;308609;1868
1000;9.303682280416109e-07;315361;1834
1000;2.3729485277077666e-07;299712;1796
1000;1.9736856902649794e-07;297137;1805
1000;1.3548612079330095e-06;315541;1857
1000;1.2602003515037628e-06;300433;1832
1000;3.634186084964391e-07;295023;1778
1000;5.125908578650007e-07;310031;1785
1000;0;294593;1781
1000;6.679494386401623e-07;302156;1823
1000;2.4715209236079565e-07;309039;1798
1000;8.125133269014358e-08;308809;1853
1000;0;302196;1821
1000;0;311174;1792
1000;0;297668;1800
1000;0;293630;1759
1000;1.1849174725710515e-07;323717;1802
1000;1.4740964392701522e-06;303369;1834
1000;9.881698674292811e-07;299030;1815
1000;0;312866;1807
1000;6.029881909129635e-07;299562;1772
1000;4.430891180989304e-08;302116;1812
1000;5.010943571424237e-07;796463;1849
1000;0;296506;1753
1000;0;345608;1774
1000;0;298900;1821
1000;3.424209987476058e-07;303769;1875
1000;3.146151436601924e-07;307367;1747
1000;3.858881558303306e-08;299131;1789
1000;5.369356831010292e-07;297157;1796
1000;6.939897326312787e-07;314710;1799
1000;0;317866;1876
1000;4.1823295980813645e-07;302147;1824
1000;1.8649988717265836e-06;314219;1797
1000;9.413373087668562e-07;299241;1811
1000;3.4354939207189827e-07;296125;1791
1000;0;314670;1834
1000;1.955884566152474e-07;297848;1777
1000;9.467839881937491e-07;297077;1795
1000;0;410038;1835
1000;9.791528328205332e-07;337302;1824
1000;0;362951;1796
1000;0;346179;1793
1000;0;300093;1806
1000;1.239289925759799e-07;321814;1891
1000;7.821229126943807e-07;297207;1773
1000;9.037826005968205e-07;296126;1787
1000;0;310522;1805
1000;0;306615;1877
1000;5.80768695617937e-07;300824;1838
1000;5.417460301623195e-08;353923;1797
1000;7.515936836592991e-07;300093;1806
1000;0;297267;1781
1000;0;309390;1792
1000;1.3706085433453707e-06;302598;1837
1000;0;298269;1836
1000;3.157849634391557e-08;307256;1758
1000;8.714569059311755e-07;301395;1823
1000;2.6564463034023e-07;294693;1786
1000;0;341089;1773
1000;0;299752;1817
1000;0;297237;1826
1000;4.370789626516819e-07;313427;1825
1000;8.641403151971987e-07;303178;1825
1000;5.782084639969215e-07;300473;1813
1000;0;312386;1803
1000;2.0054745354520354e-06;299672;1793
1000;0;302908;1855
1000;0;358332;1841
1000;1.552816842776708e-07;329989;1795
1000;1.152010060319017e-06;299171;1804
1000;2.822618343823135e-07;306855;1765
1000;2.5415547676143984e-07;298259;1782
1000;9.092277734037962e-07;301605;1850
1000;4.66400728458387e-07;340839;1830
1000;0;297086;1778
1000;2.470313273833536e-07;298770;1790
1000;1.5225035395165538e-06;317475;1836
1000;0;304981;1861
1000;5.806431422762975e-07;299672;1821
1000;2.2256418248687043e-06;327044;1846
1000;0;296596;1824
1000;7.665703375589853e-07;297077;1801
1000;3.5912365713811627e-07;311895;1804
1000;2.2488427625202172e-07;298189;1807
1000;1.9683631423551964e-08;293610;1785
1000;6.511414188726741e-07;312366;1810
1000;4.3629495598229873e-07;639468;1798
1000;0;316223;1843
1000;0;301005;1794
1000;0;295013;1814
1000;7.857386698608209e-07;294282;1783
1000;0;304551;1818
1000;1.7772376397038357e-07;303960;1859
1000;0;298249;1818
1000;0;302998;1847
1000;0;306455;1886
1000;5.125799436790593e-07;295815;1811
1000;0;331862;1794
1000;1.2521764845866707e-07;303559;1859
1000;7.560602160608809e-07;312886;1818
1000;0;322965;1804
1000;0;301365;1831
1000;6.5016501052711e-07;307186;1773
1000;6.22146437199996e-07;304440;1854
1000;8.361865008508536e-07;298991;1822
1000;0;315732;1874
1000;4.163260951720412e-07;306775;1886
1000;1.4325052185842472e-08;301244;1851
1000;0;292458;1742
1000;6.234447382890415e-07;318968;1874
1000;0;300694;1818
1000;0;297087;1808
1000;5.392740023375604e-07;335178;1798
1000;8.113477889134857e-07;308679;1878
1000;1.009562949545697e-06;300343;1829
1000;8.071791776936561e-07;306685;1755
1000;0;300574;1824
1000;0;312025;1825
1000;1.1452839633845302e-07;312225;1834
1000;9.061475455183107e-08;301666;1829
1000;2.697468690869119e-07;297748;1806
1000;0;309139;1797
1000;1.764991407812649e-08;297117;1796
1000;0;298359;1842
1000;2.237976440323892e-07;314700;1840
1000;6.019598384382815e-07;301626;1831
1000;0;298420;1825
1000;3.5046672255875184e-08;345698;1809
1000;0;304961;1852
1000;0;295694;1790
1000;1.9666771019865562e-07;309150;1767
1000;0;294452;1772
1000;0;295234;1783
1000;1.3674680170953856e-06;360142;1816
1000;0;313648;1801
1000;9.999577725981815e-07;296856;1761
1000;1.0081038517358694e-06;338338;1841
1000;1.0440262137910057e-06;303178;1854
1000;0;295714;1793
1000;1.440099570389515e-07;332984;1828
1000;6.105193150619972e-07;304321;1874
1000;0;303279;1839
1000;1.962576278819229e-07;319248;1866
1000;1.8633284557767538e-06;296375;1814
1000;0;298990;1804
1000;3.786901549535876e-07;319539;1859
1000;2.8001877340988616e-07;297127;1817
1000;1.0147545691315936e-06;301785;1847
1000;5.368330350050822e-07;318647;1769
1000;0;559769;1811
1000;7.034028926948844e-07;314339;1783
1000;4.883690782281922e-07;301475;1808
1000;1.4384119866248737e-07;306484;1815
1000;9.750033566932517e-07;326673;1816
1000;0;312616;1829
1000;2.3810177838525315e-07;311283;1768
1000;5.089524240300821e-07;403126;1786
1000;4.1624118036484903e-07;309670;1801
1000;3.1190364956817555e-07;303448;1849
1000;0;311434;1757
1000;5.144644543775204e-07;303248;1845
1000;7.028183644941263e-07;294863;1773
1000;3.138780106470836e-07;314089;1799
1000;0;297428;1796
1000;0;289643;1759
1000;1.1151927138725857e-06;316213;1804
1000;0;295173;1759
1000;1.5241490273171042e-06;298911;1816
1000;8.726730941165208e-08;315511;1819
1000;0;297908;1773
1000;0;294542;1815
1000;0;318306;1790
1000;0;303389;1843
1000;8.291294753756571e-07;296155;1794
1000;1.8419063792166641e-07;313237;1788
1000;0;305723;1864
1000;0;298239;1809
1000;0;313988;1780
1000;0;314019;1873
1000;0;302838;1753
1000;1.1376757082583393e-07;397185;1812
1000;3.7461206174816843e-07;295324;1780
1000;1.1384033827253746e-07;292358;1751
1000;2.8859579756647947e-08;313578;1777
1000;4.6859919235028236e-07;293701;1767
1000;0;295624;1783
1000;1.8710233090704114e-06;313819;1796
1000;0;308518;1784
1000;0;299331;1841
1000;0;312145;1781
1000;0;303108;1820
1000;0;299511;1856
1000;1.1028870018490696e-07;317876;1832
1000;7.922701570784686e-07;292608;1748
1000;2.104668805490255e-06;296055;1780
1000;1.4242810293478137e-06;320331;1859
1000;6.178136930411839e-07;307987;1844
1000;1.5128349747564328e-06;305102;1852
1000;1.497001115795022e-06;311124;1774
1000;7.434929138376998e-07;309630;1845
1000;5.066481298970772e-08;299482;1834
1000;1.5340925927240299e-06;295163;1798
1000;4.997391552068991e-08;302768;1801
1000;0;306525;1770
1000;0;313268;1811
1000;8.079534467166661e-08;302687;1819
1000;0;296345;1813
1000;3.271371740954556e-07;295263;1780
1000;4.5958169657915047e-07;296476;1776
1000;0;300002;1844
1000;6.791539440619289e-07;290504;1750
1000;0;311914;1785
1000;0;298139;1802
1000;0;302808;1854
1000;0;680060;1831
1000;0;301155;1827
1000;4.060259639716774e-07;323927;1783
1000;7.621180669761259e-07;295805;1748
1500;0;484338;2919
1500;0;466515;2920
1500;0;477586;2918
1500;1.7179562332237097e-07;465523;2928
1500;0;492654;2955
1500;0;464000;2922
1500;1.5541967301945736e-07;500809;2978
1500;8.273720599297037e-08;477715;2935
1500;7.767474353839168e-08;480491;2881
1500;0;468648;2955
1500;0;479209;2893
1500;0;465813;2925
1500;1.443064986939065e-07;481833;2927
1500;3.630355706721961e-07;466475;2946
1500;0;478807;2889
1500;4.5822211555735507e-07;465853;2921
1500;0;482475;2913
1500;5.335028880667837e-08;493585;2938
1500;0;575790;2930
1500;0;465503;2893
1500;1.1022700484329642e-08;481713;2925
1500;0;466275;2960
1500;0;466434;2929
1500;0;469019;2959
1500;0;469711;2934
1500;0;485630;2952
1500;6.289109199600382e-07;485730;2873
1500;0;487334;2955
1500;0;468618;2957
1500;0;497563;2971
1500;0;462968;2935
1500;0;489007;2971
1500;7.175083173068576e-08;460112;2891
1500;0;483116;2917
1500;1.55513416009888e-07;466374;2929
1500;2.870661488520416e-07;480421;2906
1500;0;464601;2887
1500;0;526677;2949
1500;0;466304;2955
1500;0;476854;2892
1500;0;821795;2895
1500;0;478356;3016
1500;4.687921563302185e-07;480561;2944
1500;0;475662;2959
1500;3.946941340061825e-07;478557;2910
1500;0;468779;2868
1500;1.838028949482793e-07;522019;2906
1500;0;468638;2946
1500;5.772258079344595e-08;483697;2945
1500;0;469751;2943
1500;0;480060;2936
1500;0;468799;2946
1500;0;483246;2986
1500;2.419479222483775e-07;458209;2841
1500;0;475641;2913
1500;1.1819101371880915e-07;497011;2938
1500;0;499937;2918
1500;0;513452;2979
1500;4.902550928333464e-08;504196;2969
1500;9.347803768020966e-08;461575;2886
1500;0;487363;2965
1500;1.1624868514226773e-07;464981;2914
1500;1.1756325547396612e-07;478096;2900
1500;0;461946;2885
1500;5.650708270946229e-08;478677;2937
1500;0;483767;2969
1500;3.395764640726081e-07;465112;2877
1500;0;479098;2938
1500;1.2513748570226435e-06;511639;2949
1500;2.4441680030577916e-07;495936;2916
1500;0;474900;2948
1500;0;480090;2926
1500;2.5586522905056146e-08;464921;2902
1500;0;475922;2929
1500;1.0994110499706641e-06;473328;3014
1500;8.129743883725426e-07;533751;2950
1500;3.286660161541448e-07;466024;2865
1500;0;476273;2915
1500;0;470713;2920
1500;0;479018;2931
1500;0;467286;2913
1500;0;483847;2952
1500;0;466063;2903
1500;0;898985;2957
1500;0;491902;2937
1500;9.134932013540239e-07;470232;2929
1500;0;479159;2928
1500;1.7255017396681274e-07;464752;2922
1500;0;478277;2943
1500;4.810989458368298e-07;461696;2924
1500;0;471263;2874
1500;0;465493;2959
1500;4.930246314004805e-07;481984;2958
1500;7.948652263897713e-07;468459;2954
1500;0;495118;2955
1500;0;466975;2932
1500;0;478707;2906
1500;0;466955;2959
1500;0;497733;3023
1500;0;493545;2885
1500;0;475412;2917
1500;3.492887319393029e-07;465472;2909
1500;4.99583111483203e-07;479780;2966
1500;2.111289513734643e-08;468558;2966
1500;2.737650875430045e-07;504135;2887
1500;0;466935;2938
1500;0;473328;2830
1500;0;470352;2960
1500;1.098389632972301e-06;479138;2916
1500;0;464030;2886
1500;3.2442128369533627e-07;478648;2894
1500;4.852738109901723e-08;468028;2969
1500;0;471013;2964
1500;9.292371933319612e-09;496270;2968
1500;9.683538862000359e-08;469621;2880
1500;1.090193009947995e-07;481232;2952
1500;0;467556;2946
1500;0;475472;2896
1500;0;459291;2844
1500;0;476653;2899
1500;4.867944874825024e-07;470843;2974
1500;8.178564796047988e-09;478086;2935
1500;4.0792547689434564e-08;461194;2869
1500;0;479569;2940
1500;4.920939320717275e-08;467687;2934
1500;0;485119;2973
1500;0;576811;2897
1500;9.40514688903754e-08;587912;2852
1500;0;471424;2967
1500;0;484238;2941
1500;0;469550;2930
1500;0;487114;2990
1500;6.003789723198501e-08;461956;2920
1500;0;512480;2911
1500;0;466154;2928
1500;2.316023279444898e-07;481823;2951
1500;0;467216;2935
1500;4.2567750178344425e-07;480150;2914
1500;0;469150;2946
1500;0;465683;2899
1500;5.483333905238695e-08;497573;2904
1500;0;465342;2941
1500;0;476734;2915
1500;0;463970;2934
1500;0;473889;2902
1500;0;468749;2959
1500;0;479989;2971
1500;0;467506;2949
1500;0;476393;2918
1500;7.212440306339321e-07;468087;2927
1500;7.69851386111644e-08;481914;2941
1500;2.953051801943914e-07;470141;2969
1500;0;477435;2922
1500;1.7246009034431032e-07;485631;2891
1500;0;479859;2938
1500;7.717285109957376e-07;466284;2910
1500;0;478628;2898
1500;0;463549;2923
1500;4.589867839755998e-08;476914;2909
1500;1.9401212266603563e-07;468509;2957
1500;3.2482327377891614e-08;503384;2954
1500;0;474410;2965
1500;1.3343934778379836e-07;503483;2875
1500;0;464652;2933
1500;8.590042604758478e-08;480180;2887
1500;0;492103;2934
1500;0;477726;2937
1500;0;464981;2938
1500;0;482003;2926
1500;8.110287077078209e-08;540894;2892
1500;0;613319;2962
1500;0;485260;2929
1500;0;477846;2963
1500;0;484117;2933
1500;0;496191;2988
1500;0;488566;2919
1500;7.133307942508123e-07;465372;2930
1500;0;482725;2916
1500;0;463509;2906
1500;0;486662;2928
1500;3.146945551163263e-08;468158;2925
1500;0;482825;2932
1500;0;462357;2900
1500;2.6362270107684704e-07;486212;2940
1500;2.435507108923213e-07;466645;2966
1500;3.755385403762866e-07;479439;2903
1500;0;467666;2938
1500;2.503753526999554e-07;488956;2963
1500;6.040706693867111e-07;464170;2905
1500;0;488245;2971
1500;0;468138;2965
1500;0;558527;2915
1500;3.2584914276835236e-07;471755;2968
1500;3.106240179634149e-07;474690;2877
1500;2.4295652966921596e-07;468278;2925
1500;0;487774;2958
1500;0;466024;2928
1500;0;497943;2960
1500;2.1553588362301942e-07;468929;2907
1500;3.755979484225403e-07;486252;2910
1500;0;464120;2888
1500;0;490389;2894
1500;2.98792997734003e-07;458629;2856
1500;6.443864383558905e-07;480731;2921
1500;5.0099705407853995e-08;469930;2950
1500;0;487704;2960
1500;0;466906;2934
1500;2.394920005205935e-07;503394;2910
1500;0;468649;2940
1500;0;468889;2954
1500;0;486502;2940
1500;5.973679440011462e-08;478127;2933
1500;0;482575;2937
1500;0;636223;2931
1500;0;487884;2981
1500;2.8555451472579747e-07;464471;2894
1500;0;478437;2897
1500;3.4474168926398395e-07;467566;2949
1500;0;481222;2952
1500;0;469580;2952
1500;0;505648;2854
1500;0;478527;2926
1500;0;484969;2892
1500;0;464080;2912
1500;0;485460;2913
1500;0;476513;3005
1500;4.190953413488386e-08;482094;2921
1500;0;462006;2879
1500;0;486532;2981
1500;0;468909;2949
1500;0;479930;2927
1500;4.563353879264773e-07;483607;2930
1500;0;463940;2908
1500;1.8894609680597444e-07;482164;2952
1500;1.2119979238456798e-07;487334;2876
1500;3.2264772196813366e-07;488406;2945
1500;4.6226587300939025e-08;471844;2977
1500;0;473227;2877
1500;0;473578;2985
1500;0;479589;2892
1500;0;471214;2921
1500;2.0516768410840322e-07;479259;2913
1500;1.1359150489009188e-07;469079;2943
1500;0;482044;2934
1500;0;460152;2895
1500;0;481693;2924
1500;1.6195367496726608e-08;465012;2926
1500;2.3080215051772178e-07;496441;2962
1500;5.520903447003692e-07;466214;2922
1500;3.5085832935338895e-07;515346;2904
1500;0;469100;2935
1500;0;483726;2925
1500;4.109996125354232e-07;468128;2947
1500;1.9495490813161783e-07;516137;2909
1500;2.2852909490256646e-07;467807;2927
1500;6.979384107015862e-07;606743;2927
1500;4.826640955438803e-07;639353;2920
1500;0;462807;2909
1500;1.4672706957984096e-07;483847;2925
1500;0;465353;2937
1500;3.7309755202346304e-08;499517;2992
1500;0;470782;2971
1500;8.905271757901153e-08;480941;2895
1500;0;466274;2950
1500;0;482905;2924
1500;0;464852;2932
